"","x"
"281",1160
"282",8005
"283",2643
"284",6386
"285",2808
"286",4213
"287",579
"288",7547
"289",82
"290",7491
"291",9723
"292",3268
"293",7841
"294",7832
"295",5220
"296",8822
"297",5900
"298",3335
"299",4639
"300",9312
"301",9858
"302",6855
"303",408
"304",4122
"305",6787
"306",8915
"307",840
"308",783
"309",3236
"310",1125
"311",2829
"312",4547
"313",6744
"314",5063
"315",9395
"316",5058
"317",4743
"318",989
"319",4136
"320",8348
"321",1426
"322",1879
"323",4200
"324",4802
"325",8257
"326",7882
"327",3
"328",9433
"329",3214
"330",1741
"331",9979
"332",5091
"333",5258
"334",2203
"335",6295
"336",7259
"337",4500
"338",36
"339",7836
"340",251
"341",3823
"342",9767
"343",8221
"344",7465
"345",8436
"346",7688
"347",7551
"348",1257
"349",2932
"350",8989
"351",4432
"352",3748
"353",1439
"354",6748
"355",2244
"356",9686
"357",6015
"358",9473
"359",708
"360",4814
"361",4023
"362",4764
"363",8720
"364",6155
"365",3396
"366",5413
"367",3895
"368",2688
"369",8403
"370",2589
"371",9419
"372",3097
"373",1138
"374",5262
"375",1944
"376",5157
"377",6934
"378",2081
"379",5484
"380",7223
"381",3676
"382",4550
"383",3151
"384",9501
"385",2879
"386",5022
"387",5713
"388",4433
"389",6240
"390",3516
"391",3286
"392",4498
"393",364
"394",6898
"395",5889
"396",1161
"397",2754
"398",6976
"399",6647
"400",7339
"401",3829
"402",9627
"403",4499
"404",8246
"405",6305
"406",8173
"407",6254
"408",4877
"409",3136
"410",6465
"411",6039
"412",4520
"413",441
"414",9087
"415",2883
"416",3334
"417",1979
"418",8102
"419",8472
"420",1481
"421",4621
"422",5500
"423",1290
"424",9279
"425",1857
"426",2871
"427",3523
"428",9187
"429",6626
"430",2896
"431",5533
"432",9690
"433",1408
"434",5001
"435",2452
"436",1673
"437",9001
"438",5827
"439",4888
"440",8393
"441",629
"442",6062
"443",8412
"444",3112
"445",1607
"446",4483
"447",6660
"448",1856
"449",5613
"450",6256
"451",247
"452",8968
"453",7562
"454",3280
"455",4643
"456",2631
"457",8233
"458",7012
"459",3886
"460",9516
"461",6632
"462",9664
"463",9926
"464",5681
"465",1927
"466",1887
"467",2727
"468",5290
"469",5150
"470",4313
"471",8023
"472",7476
"473",6545
"474",6007
"475",6500
"476",5817
"477",1099
"478",4496
"479",2934
"480",3807
"481",4540
"482",2344
"483",4284
"484",1706
"485",5813
"486",7703
"487",8010
"488",151
"489",9526
"490",3417
"491",5492
"492",5454
"493",9792
"494",4297
"495",6890
"496",6852
"497",4533
"498",2207
"499",443
"500",3478
"501",7440
"502",142
"503",4484
"504",6036
"505",691
"506",8853
"507",8494
"508",9935
"509",4537
"510",903
"511",1072
"512",6587
"513",3221
"514",4243
"515",922
"516",5859
"517",5188
"518",2158
"519",9824
"520",4302
"521",5316
"522",8482
"523",2310
"524",1026
"525",2482
"526",328
"527",4654
"528",1870
"529",1632
"530",2255
"531",2825
"532",8029
"533",7369
"534",7251
"535",3605
"536",7501
"537",5
"538",7715
"539",9933
"540",6364
"541",2930
"542",8431
"543",3594
"544",150
"545",6354
"546",4074
"547",6788
"548",728
"549",8063
"550",5954
"551",1550
"552",2396
"553",3127
"554",2777
"555",5122
"556",8497
"557",9029
"558",3266
"559",6780
"560",3775
"561",8191
"562",3738
"563",461
"564",9305
"565",6655
"566",5834
"567",6648
"568",24
"569",2938
"570",6045
"571",9149
"572",4384
"573",6260
"574",5365
"575",8039
"576",91
"577",729
"578",8525
"579",2885
"580",4806
"581",5108
"582",7047
"583",5338
"584",3369
"585",3940
"586",9555
"587",1766
"588",3837
"589",720
"590",4722
"591",2551
"592",819
"593",9267
"594",5210
"595",5885
"596",4857
"597",8174
"598",5596
"599",2583
"600",29
"601",9397
"602",8392
"603",6694
"604",1892
"605",5466
"606",3988
"607",9426
"608",1046
"609",4513
"610",3428
"611",2642
"612",6077
"613",1699
"614",8993
"615",1223
"616",2063
"617",5823
"618",4847
"619",6594
"620",9138
"621",2558
"622",4413
"623",1774
"624",6940
"625",3851
"626",2368
"627",413
"628",2801
"629",4662
"630",3337
"631",8015
"632",1942
"633",2679
"634",128
"635",6557
"636",7932
"637",1954
"638",2184
"639",6635
"640",3132
"641",2239
"642",1194
"643",7530
"644",4709
"645",5231
"646",1083
"647",9535
"648",1313
"649",3784
"650",9295
"651",1013
"652",5161
"653",1659
"654",8047
"655",7459
"656",2066
"657",570
"658",4042
"659",5657
"660",4022
"661",5332
"662",8557
"663",1080
"664",7604
"665",4668
"666",6478
"667",40
"668",2480
"669",2572
"670",321
"671",5041
"672",6169
"673",3571
"674",4126
"675",648
"676",9905
"677",1697
"678",1805
"679",5683
"680",3941
"681",5828
"682",213
"683",5408
"684",2005
"685",5519
"686",3681
"687",9850
"688",4440
"689",9309
"690",8333
"691",7865
"692",6235
"693",3199
"694",5822
"695",8892
"696",844
"697",2965
"698",8585
"699",9842
"700",3543
"701",1366
"702",8238
"703",1090
"704",1981
"705",1459
"706",636
"707",6774
"708",9729
"709",6567
"710",2710
"711",6593
"712",3768
"713",3274
"714",359
"715",8523
"716",489
"717",7781
"718",562
"719",7071
"720",7545
"721",1544
"722",5764
"723",4832
"724",7376
"725",4892
"726",7840
"727",4294
"728",1168
"729",9520
"730",2849
"731",9957
"732",1473
"733",3751
"734",1495
"735",9785
"736",3723
"737",432
"738",3705
"739",1507
"740",951
"741",8913
"742",9110
"743",2045
"744",1603
"745",6874
"746",7043
"747",6819
"748",6399
"749",7428
"750",534
"751",5244
"752",4851
"753",842
"754",2278
"755",8828
"756",1960
"757",1924
"758",3915
"759",5190
"760",7264
"761",2867
"762",1302
"763",596
"764",5214
"765",5917
"766",2595
"767",6456
"768",4879
"769",146
"770",5324
"771",308
"772",3787
"773",5376
"774",2445
"775",7915
"776",8659
"777",1472
"778",4644
"779",8208
"780",9347
"781",1625
"782",7640
"783",694
"784",5736
"785",5909
"786",4695
"787",3848
"788",2352
"789",9427
"790",2154
"791",4842
"792",5447
"793",5702
"794",7837
"795",769
"796",5438
"797",955
"798",3785
"799",8402
"800",6428
"801",1760
"802",622
"803",2197
"804",6936
"805",3338
"806",4034
"807",5093
"808",9557
"809",3094
"810",1911
"811",7856
"812",6345
"813",6923
"814",5902
"815",6376
"816",7697
"817",2586
"818",2546
"819",979
"820",3468
"821",7048
"822",530
"823",2100
"824",7287
"825",1791
"826",1951
"827",4165
"828",2488
"829",9477
"830",6880
"831",9159
"832",8258
"833",5738
"834",1631
"835",292
"836",5203
"837",5962
"838",6020
"839",9358
"840",7311
"841",6422
"842",4350
"843",3585
"844",8372
"845",9268
"846",6148
"847",3401
"848",3949
"849",4005
"850",9114
"851",3638
"852",5526
"853",5149
"854",5450
"855",5432
"856",7236
"857",6482
"858",3385
"859",5017
"860",4645
"861",374
"862",688
"863",7756
"864",1152
"865",4184
"866",3627
"867",9578
"868",3982
"869",9441
"870",7657
"871",6463
"872",9930
"873",3824
"874",6905
"875",6872
"876",4526
"877",4137
"878",5875
"879",4940
"880",7463
"881",9989
"882",2770
"883",5667
"884",7806
"885",6030
"886",9874
"887",1869
"888",2397
"889",5617
"890",5249
"891",5337
"892",1992
"893",4217
"894",1666
"895",2736
"896",5844
"897",5510
"898",1305
"899",1671
"900",2431
"901",1134
"902",554
"903",4739
"904",3048
"905",6835
"906",3544
"907",2810
"908",5804
"909",4967
"910",8916
"911",2675
"912",9471
"913",8872
"914",12
"915",1077
"916",9331
"917",62
"918",8082
"919",2001
"920",6164
"921",3039
"922",2085
"923",4403
"924",2953
"925",7138
"926",491
"927",8581
"928",7903
"929",8746
"930",901
"931",6107
"932",9037
"933",741
"934",3929
"935",3642
"936",6640
"937",2010
"938",2192
"939",9819
"940",9666
"941",8019
"942",8714
"943",8164
"944",2025
"945",544
"946",1362
"947",8050
"948",4442
"949",262
"950",5609
"951",5997
"952",8502
"953",4733
"954",4558
"955",497
"956",7563
"957",429
"958",4889
"959",4107
"960",9370
"961",8706
"962",6258
"963",9716
"964",8638
"965",7432
"966",2296
"967",2940
"968",5605
"969",8205
"970",7103
"971",8269
"972",7202
"973",876
"974",4564
"975",3559
"976",2893
"977",4235
"978",3584
"979",8376
"980",6462
"981",9519
"982",7113
"983",2323
"984",8793
"985",8004
"986",2601
"987",6682
"988",6067
"989",9793
"990",3699
"991",7079
"992",1149
"993",1374
"994",6094
"995",6330
"996",8066
"997",4678
"998",7319
"999",5273
"1000",271
"1001",212
"1002",8685
"1003",7271
"1004",8696
"1005",944
"1006",2912
"1007",1056
"1008",8486
"1009",3685
"1010",7328
"1011",7035
"1012",4839
"1013",3354
"1014",8002
"1015",1378
"1016",2473
"1017",5686
"1018",9599
"1019",9067
"1020",4059
"1021",7721
"1022",1987
"1023",7393
"1024",828
"1025",4383
"1026",4445
"1027",1326
"1028",1878
"1029",7662
"1030",391
"1031",5903
"1032",108
"1033",8870
"1034",4391
"1035",9821
"1036",9128
"1037",548
"1038",7659
"1039",9917
"1040",4638
"1041",3677
"1042",8217
"1043",3501
"1044",7520
"1045",7255
"1046",1899
"1047",8653
"1048",6338
"1049",9778
"1050",3033
"1051",5099
"1052",4859
"1053",6263
"1054",7635
"1055",1914
"1056",9595
"1057",3209
"1058",617
"1059",9569
"1060",5919
"1061",3218
"1062",4121
"1063",5119
"1064",6995
"1065",2308
"1066",1335
"1067",2036
"1068",8663
"1069",9810
"1070",2034
"1071",6978
"1072",715
"1073",2328
"1074",1518
"1075",510
"1076",4728
"1077",7847
"1078",4130
"1079",1154
"1080",3429
"1081",8293
"1082",4140
"1083",6218
"1084",4765
"1085",5676
"1086",8700
"1087",5299
"1088",4196
"1089",3307
"1090",3249
"1091",5048
"1092",816
"1093",9088
"1094",2076
"1095",557
"1096",9430
"1097",3290
"1098",947
"1099",3816
"1100",8452
"1101",4246
"1102",2292
"1103",599
"1104",1442
"1105",5329
"1106",4686
"1107",9617
"1108",1762
"1109",3495
"1110",8850
"1111",229
"1112",4308
"1113",8421
"1114",4096
"1115",1904
"1116",7860
"1117",7517
"1118",9724
"1119",3387
"1120",5715
"1121",2903
"1122",7184
"1123",2294
"1124",5230
"1125",2914
"1126",1586
"1127",8976
"1128",524
"1129",8543
"1130",2776
"1131",1889
"1132",3689
"1133",8814
"1134",696
"1135",3910
"1136",8840
"1137",1255
"1138",7018
"1139",3927
"1140",6385
"1141",5841
"1142",924
"1143",5294
"1144",9564
"1145",6886
"1146",847
"1147",8691
"1148",6603
"1149",938
"1150",3943
"1151",8573
"1152",1971
"1153",8009
"1154",8098
"1155",8210
"1156",473
"1157",3953
"1158",4318
"1159",8254
"1160",3876
"1161",2922
"1162",5154
"1163",9224
"1164",7098
"1165",2846
"1166",9290
"1167",8130
"1168",7054
"1169",1262
"1170",7487
"1171",2993
"1172",5874
"1173",7782
"1174",3456
"1175",8408
"1176",6173
"1177",1624
"1178",9597
"1179",9491
"1180",7471
"1181",1566
"1182",1147
"1183",4410
"1184",6562
"1185",5661
"1186",3404
"1187",7188
"1188",5932
"1189",6551
"1190",168
"1191",965
"1192",791
"1193",6309
"1194",5083
"1195",4050
"1196",3583
"1197",6633
"1198",687
"1199",2835
"1200",2677
"1201",3632
"1202",3225
"1203",6466
"1204",3096
"1205",7912
"1206",7444
"1207",16
"1208",34
"1209",2511
"1210",7461
"1211",5183
"1212",6625
"1213",9231
"1214",9505
"1215",6945
"1216",7921
"1217",6565
"1218",6365
"1219",5556
"1220",8426
"1221",1920
"1222",3000
"1223",2733
"1224",9756
"1225",6484
"1226",3282
"1227",1350
"1228",5436
"1229",4092
"1230",8354
"1231",5850
"1232",5327
"1233",1818
"1234",5369
"1235",7960
"1236",7038
"1237",2920
"1238",7867
"1239",4875
"1240",2823
"1241",4110
"1242",6924
"1243",9936
"1244",6165
"1245",2260
"1246",3454
"1247",8574
"1248",8838
"1249",5392
"1250",1274
"1251",5485
"1252",6190
"1253",1758
"1254",402
"1255",8114
"1256",5223
"1257",5043
"1258",4913
"1259",118
"1260",8986
"1261",2900
"1262",963
"1263",3773
"1264",4175
"1265",4266
"1266",7984
"1267",437
"1268",3210
"1269",7944
"1270",6965
"1271",6546
"1272",6595
"1273",2321
"1274",8747
"1275",8390
"1276",5463
"1277",5065
"1278",7746
"1279",5221
"1280",6717
"1281",3233
"1282",4861
"1283",1235
"1284",543
"1285",2496
"1286",5770
"1287",2502
"1288",821
"1289",2906
"1290",5785
"1291",8175
"1292",856
"1293",3037
"1294",3865
"1295",6690
"1296",501
"1297",9409
"1298",6904
"1299",3056
"1300",3361
"1301",8752
"1302",9656
"1303",7899
"1304",6894
"1305",2008
"1306",9748
"1307",8824
"1308",4701
"1309",1336
"1310",5984
"1311",6528
"1312",6732
"1313",4897
"1314",1133
"1315",5994
"1316",5777
"1317",1121
"1318",4262
"1319",7728
"1320",9275
"1321",7041
"1322",4367
"1323",9257
"1324",4211
"1325",1204
"1326",4038
"1327",5423
"1328",2588
"1329",5422
"1330",914
"1331",3649
"1332",7450
"1333",1957
"1334",3232
"1335",4562
"1336",6833
"1337",5105
"1338",3238
"1339",5129
"1340",8947
"1341",3443
"1342",1530
"1343",3930
"1344",3349
"1345",3924
"1346",6379
"1347",1499
"1348",5565
"1349",7663
"1350",2626
"1351",2419
"1352",7279
"1353",782
"1354",8805
"1355",6537
"1356",6060
"1357",9982
"1358",8465
"1359",4616
"1360",657
"1361",8375
"1362",9886
"1363",481
"1364",117
"1365",4926
"1366",6747
"1367",4808
"1368",3557
"1369",2858
"1370",2530
"1371",2384
"1372",7004
"1373",6016
"1374",5079
"1375",7140
"1376",9479
"1377",5861
"1378",4622
"1379",186
"1380",9963
"1381",747
"1382",8060
"1383",2749
"1384",9735
"1385",1361
"1386",1839
"1387",1079
"1388",607
"1389",3059
"1390",6132
"1391",5015
"1392",3510
"1393",5421
"1394",5035
"1395",4205
"1396",7764
"1397",6088
"1398",2049
"1399",2133
"1400",3937
"1401",8584
"1402",1777
"1403",1883
"1404",1301
"1405",1041
"1406",223
"1407",4389
"1408",7002
"1409",2298
"1410",1240
"1411",1822
"1412",4752
"1413",3589
"1414",9674
"1415",1103
"1416",4202
"1417",4789
"1418",9233
"1419",6531
"1420",7716
"1421",7772
"1422",5317
"1423",6583
"1424",3792
"1425",356
"1426",9401
"1427",3629
"1428",8641
"1429",9845
"1430",7276
"1431",1623
"1432",5749
"1433",7761
"1434",6795
"1435",5924
"1436",4779
"1437",6340
"1438",1884
"1439",9639
"1440",8770
"1441",8784
"1442",5025
"1443",2410
"1444",7528
"1445",5766
"1446",2123
"1447",798
"1448",5227
"1449",4449
"1450",9271
"1451",7312
"1452",9375
"1453",8351
"1454",1281
"1455",2942
"1456",8471
"1457",9571
"1458",2400
"1459",5697
"1460",1437
"1461",6299
"1462",8975
"1463",3303
"1464",5802
"1465",4921
"1466",2812
"1467",9142
"1468",2129
"1469",1736
"1470",9754
"1471",8599
"1472",2707
"1473",2988
"1474",1912
"1475",2175
"1476",2793
"1477",7052
"1478",9135
"1479",5446
"1480",6483
"1481",9513
"1482",2249
"1483",7506
"1484",7651
"1485",5868
"1486",7671
"1487",8639
"1488",8952
"1489",6932
"1490",968
"1491",2608
"1492",9487
"1493",8990
"1494",9499
"1495",8854
"1496",1480
"1497",735
"1498",1059
"1499",7922
"1500",6675
"1501",3655
"1502",9693
"1503",8687
"1504",3598
"1505",5292
"1506",2716
"1507",6577
"1508",6912
"1509",3623
"1510",5793
"1511",1770
"1512",1989
"1513",89
"1514",9297
"1515",6990
"1516",2578
"1517",9283
"1518",8684
"1519",5303
"1520",5288
"1521",4962
"1522",7212
"1523",7318
"1524",4141
"1525",7497
"1526",4019
"1527",665
"1528",5794
"1529",2256
"1530",4968
"1531",7101
"1532",6214
"1533",8771
"1534",183
"1535",4267
"1536",7535
"1537",8672
"1538",3038
"1539",5937
"1540",4555
"1541",7
"1542",9090
"1543",7153
"1544",2604
"1545",1406
"1546",5089
"1547",7486
"1548",698
"1549",8386
"1550",7875
"1551",3999
"1552",1565
"1553",7280
"1554",5896
"1555",9589
"1556",3168
"1557",6893
"1558",3564
"1559",7539
"1560",1685
"1561",3418
"1562",8157
"1563",8919
"1564",2556
"1565",170
"1566",999
"1567",916
"1568",5542
"1569",6081
"1570",5211
"1571",1085
"1572",7523
"1573",2632
"1574",8058
"1575",945
"1576",2646
"1577",4114
"1578",1266
"1579",7829
"1580",7630
"1581",7709
"1582",3187
"1583",2075
"1584",7149
"1585",4206
"1586",7931
"1587",4887
"1588",949
"1589",4252
"1590",5707
"1591",7534
"1592",8132
"1593",5458
"1594",1608
"1595",788
"1596",8352
"1597",1453
"1598",2152
"1599",6408
"1600",4477
"1601",7388
"1602",7727
"1603",9603
"1604",3954
"1605",9880
"1606",1058
"1607",8143
"1608",8830
"1609",5012
"1610",3084
"1611",8237
"1612",4657
"1613",4129
"1614",5571
"1615",6518
"1616",5047
"1617",4007
"1618",7059
"1619",7229
"1620",3124
"1621",7401
"1622",8738
"1623",9340
"1624",3128
"1625",2222
"1626",1784
"1627",3412
"1628",5235
"1629",9804
"1630",9614
"1631",6674
"1632",3567
"1633",3265
"1634",2539
"1635",6555
"1636",1827
"1637",5789
"1638",7572
"1639",2853
"1640",6832
"1641",3364
"1642",978
"1643",6034
"1644",5910
"1645",6100
"1646",1198
"1647",8308
"1648",4918
"1649",7302
"1650",6753
"1651",6427
"1652",9263
"1653",2149
"1654",3077
"1655",3166
"1656",5872
"1657",5733
"1658",5775
"1659",516
"1660",613
"1661",165
"1662",7423
"1663",6346
"1664",8117
"1665",5380
"1666",4760
"1667",7091
"1668",5398
"1669",1429
"1670",8848
"1671",8711
"1672",2981
"1673",4883
"1674",194
"1675",1217
"1676",6252
"1677",2510
"1678",3253
"1679",1615
"1680",447
"1681",5016
"1682",4471
"1683",93
"1684",7296
"1685",6498
"1686",9115
"1687",3934
"1688",3206
"1689",8405
"1690",9325
"1691",7409
"1692",2230
"1693",2575
"1694",2301
"1695",2985
"1696",3884
"1697",6137
"1698",8900
"1699",6920
"1700",5550
"1701",8404
"1702",5573
"1703",7203
"1704",2559
"1705",2499
"1706",2996
"1707",382
"1708",1071
"1709",5739
"1710",1687
"1711",3091
"1712",5478
"1713",9618
"1714",9873
"1715",2423
"1716",1413
"1717",5234
"1718",4554
"1719",8313
"1720",4069
"1721",3790
"1722",7208
"1723",2176
"1724",1589
"1725",772
"1726",7398
"1727",7524
"1728",2568
"1729",4286
"1730",8075
"1731",3592
"1732",4636
"1733",8809
"1734",2450
"1735",3587
"1736",2037
"1737",9108
"1738",1696
"1739",3245
"1740",8612
"1741",5459
"1742",1790
"1743",5988
"1744",4985
"1745",3971
"1746",6103
"1747",1724
"1748",6231
"1749",2213
"1750",6971
"1751",943
"1752",2627
"1753",345
"1754",2609
"1755",5068
"1756",9524
"1757",4033
"1758",581
"1759",7987
"1760",7168
"1761",7982
"1762",7632
"1763",7908
"1764",9063
"1765",5589
"1766",7616
"1767",3684
"1768",2360
"1769",5286
"1770",3590
"1771",4365
"1772",5527
"1773",5062
"1774",6123
"1775",752
"1776",5965
"1777",6882
"1778",6928
"1779",9698
"1780",1692
"1781",4014
"1782",9356
"1783",3586
"1784",9937
"1785",6942
"1786",7858
"1787",6219
"1788",8384
"1789",1747
"1790",1006
"1791",3650
"1792",1285
"1793",5858
"1794",6591
"1795",2460
"1796",9004
"1797",9039
"1798",8613
"1799",6906
"1800",1210
"1801",9972
"1802",6800
"1803",6382
"1804",7974
"1805",2553
"1806",7469
"1807",7566
"1808",377
"1809",9296
"1810",3769
"1811",3012
"1812",4894
"1813",1380
"1814",939
"1815",930
"1816",1078
"1817",4223
"1818",6167
"1819",2157
"1820",6102
"1821",9361
"1822",5396
"1823",1102
"1824",891
"1825",9585
"1826",1487
"1827",6950
"1828",9148
"1829",7759
"1830",2468
"1831",4917
"1832",7802
"1833",3175
"1834",3095
"1835",5224
"1836",9971
"1837",1571
"1838",7443
"1839",5578
"1840",414
"1841",9394
"1842",9343
"1843",6621
"1844",7733
"1845",7541
"1846",5166
"1847",4068
"1848",8268
"1849",6881
"1850",1629
"1851",9875
"1852",3812
"1853",9
"1854",4708
"1855",1798
"1856",1259
"1857",4872
"1858",311
"1859",1082
"1860",1179
"1861",1663
"1862",4462
"1863",1180
"1864",8520
"1865",9025
"1866",9143
"1867",6377
"1868",4148
"1869",9582
"1870",8618
"1871",7689
"1872",6683
"1873",8395
"1874",7975
"1875",6941
"1876",9903
"1877",7731
"1878",2412
"1879",3683
"1880",6358
"1881",4989
"1882",3071
"1883",966
"1884",9034
"1885",8834
"1886",6618
"1887",4907
"1888",4492
"1889",5504
"1890",6356
"1891",1905
"1892",2663
"1893",6735
"1894",6550
"1895",6679
"1896",5353
"1897",2814
"1898",9363
"1899",1352
"1900",7019
"1901",6157
"1902",2804
"1903",8644
"1904",3712
"1905",4920
"1906",8261
"1907",8466
"1908",8532
"1909",4586
"1910",8064
"1911",8999
"1912",2873
"1913",4045
"1914",7050
"1915",6899
"1916",5912
"1917",7822
"1918",8539
"1919",958
"1920",3820
"1921",6392
"1922",259
"1923",351
"1924",654
"1925",8046
"1926",3076
"1927",539
"1928",9173
"1929",2543
"1930",8394
"1931",4156
"1932",4757
"1933",9528
"1934",1541
"1935",7950
"1936",7477
"1937",717
"1938",9064
"1939",2798
"1940",549
"1941",2847
"1942",6499
"1943",5590
"1944",2125
"1945",8250
"1946",5560
"1947",808
"1948",5362
"1949",3636
"1950",1141
"1951",5112
"1952",4381
"1953",2068
"1954",5383
"1955",9448
"1956",2573
"1957",3350
"1958",1066
"1959",7304
"1960",6611
"1961",1888
"1962",3275
"1963",6180
"1964",5911
"1965",3614
"1966",1093
"1967",2565
"1968",8861
"1969",5126
"1970",541
"1971",5372
"1972",5272
"1973",397
"1974",6849
"1975",3277
"1976",2841
"1977",2802
"1978",5488
"1979",1205
"1980",1074
"1981",6997
"1982",5865
"1983",4178
"1984",1714
"1985",4357
"1986",8068
"1987",2017
"1988",2830
"1989",5669
"1990",4210
"1991",4466
"1992",6967
"1993",9346
"1994",2872
"1995",9280
"1996",7058
"1997",2355
"1998",774
"1999",7185
"2000",7189
"2001",9719
"2002",2758
"2003",6193
"2004",1779
"2005",2848
"2006",3846
"2007",5193
"2008",8356
"2009",6156
"2010",2969
"2011",1934
"2012",2048
"2013",2528
"2014",3220
"2015",2795
"2016",5209
"2017",3493
"2018",9276
"2019",3205
"2020",1400
"2021",384
"2022",4396
"2023",8774
"2024",1993
"2025",9274
"2026",6151
"2027",428
"2028",2162
"2029",5201
"2030",2876
"2031",9026
"2032",1047
"2033",7274
"2034",1221
"2035",7700
"2036",4729
"2037",6730
"2038",7273
"2039",9010
"2040",6115
"2041",2807
"2042",2315
"2043",2353
"2044",153
"2045",8286
"2046",7257
"2047",7284
"2048",9638
"2049",2738
"2050",9921
"2051",5547
"2052",5072
"2053",244
"2054",6233
"2055",1188
"2056",593
"2057",8866
"2058",4992
"2059",5287
"2060",9450
"2061",295
"2062",6335
"2063",2303
"2064",1539
"2065",1801
"2066",2584
"2067",9958
"2068",3063
"2069",8140
"2070",6327
"2071",5348
"2072",7022
"2073",6188
"2074",712
"2075",6494
"2076",4354
"2077",6178
"2078",7256
"2079",3847
"2080",8607
"2081",2587
"2082",3881
"2083",160
"2084",7460
"2085",1310
"2086",2080
"2087",700
"2088",3284
"2089",5857
"2090",6652
"2091",5646
"2092",8611
"2093",6296
"2094",319
"2095",1489
"2096",2744
"2097",6772
"2098",2038
"2099",1711
"2100",6289
"2101",3285
"2102",2560
"2103",1113
"2104",8694
"2105",5010
"2106",2724
"2107",232
"2108",1153
"2109",8656
"2110",7864
"2111",6010
"2112",7601
"2113",5528
"2114",395
"2115",3074
"2116",642
"2117",6927
"2118",4885
"2119",6885
"2120",5516
"2121",9985
"2122",792
"2123",5952
"2124",5411
"2125",4970
"2126",9560
"2127",3057
"2128",2122
"2129",2833
"2130",9965
"2131",7843
"2132",6534
"2133",4236
"2134",1771
"2135",3105
"2136",9116
"2137",7186
"2138",3373
"2139",280
"2140",940
"2141",5552
"2142",2742
"2143",7598
"2144",1263
"2145",9983
"2146",5442
"2147",7623
"2148",2509
"2149",6006
"2150",2549
"2151",5219
"2152",5002
"2153",61
"2154",892
"2155",3766
"2156",2765
"2157",5103
"2158",6988
"2159",3402
"2160",6119
"2161",1407
"2162",7055
"2163",1142
"2164",9234
"2165",3267
"2166",1456
"2167",2429
"2168",854
"2169",9667
"2170",546
